feature,count,min,q01,q05,q10,q25,median,mean,std,q75,q90,q95,q99,max,record_type,component_index,explained_variance_ratio,cumulative_explained_variance,sample_id,normalized_nearest_neighbor_distance,OSLI
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,104.0,0.22145314550934198,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,105.0,0.185606134339255,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,106.0,0.19846774059100514,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,107.0,0.2737378439886378,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,108.0,0.18134949866773542,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,109.0,0.20671072467649373,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,110.0,0.2804485905741045,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,111.0,0.1914071913615424,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,112.0,0.21051396229139652,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,113.0,0.19602503566098314,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,114.0,0.1820346697352592,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,115.0,0.2376394364049492,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,116.0,0.08591154383983782,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,117.0,0.17817512311023573,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,118.0,0.13677338257622634,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,119.0,0.22409651087730242,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,120.0,0.13062475121917339,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,121.0,0.26051624101848486,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,122.0,0.21267090492201993,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,123.0,0.17407572397289842,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,124.0,0.16621533782168685,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,125.0,0.21193462017911427,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,126.0,0.23432681092754984,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,127.0,0.19806557891905338,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,128.0,0.1253373737433188,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,129.0,0.18080998680707058,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,130.0,0.3451532352889512,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,131.0,0.20175899516155887,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,132.0,0.16048507005311433,
,,,,,,,,,,,,,,,nearest_neighbor_distance,,,,133.0,0.28830131814615323,
